station,description,fournisseur_nom,fournisseur_url,plan_deau,dern_valeur_deb,dern_valeur_niv,previsions,dern_date_prise_valeur_utc,refoulement,etat,url_vigilance
Scott,Au nord du pont-route 171 à Scott,Cobaric,https://rivierechaudiere.ca/stations/,Rivière Chaudière,,138.86,non,2025/10/28 18:19:01,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/575
Beauceville,Au pont-route 108 à Beauceville,Cobaric,https://rivierechaudiere.ca/stations/,Rivière Chaudière,,145.55,non,2025/10/28 18:19:46,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/570
"050807","À 0,2 km en aval du barrage du lac Saint-Joseph","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050807,Rivière Ontaritzi,5.253,157.266,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/406
"030343","À 0,1 km en aval du barrage du lac Waterloo","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030343,Rivière Yamaska Nord,0.0869,205.102,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/445
"030342",À Waterloo,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030342,Lac Waterloo,,207.89,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/185
"040132","À 0,01 km en aval du barrage Ludger","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040132,Rivière du Nord,0.3889,373.795,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/233
"050119","À 4,0 km en aval du pont-route 131 à Saint-Michel-des-Saints","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050119,Rivière Matawin,,,oui,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/234
"360",Au pont de la route 171,Hydro Météo,https://www.hydrometeo.net/,Rivière Beaurivage,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/1009
"489",À 500 m en amont du pont de la route 148 à Waltham,Hydro Météo,https://www.hydrometeo.net/,Rivière des Outaouais,,105.977996826172,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/995
"411",Rue Cartier,Hydro Météo,https://www.hydrometeo.net/,Rivière Gatineau,,42.2200012207031,non,2025/10/28 18:21:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/982
"412",Quai des Artistes,Hydro Météo,https://www.hydrometeo.net/,Rivière Gatineau,,41.2099990844727,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/983
"478",À 3 km en amont de l'embouchure de la rivière Blanche à Gatineau,Hydro Météo,https://www.hydrometeo.net/,Rivière des Outaouais,,41.2099990844727,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/991
"485",Au pont de la route 366 à La Pêche,Hydro Météo,https://www.hydrometeo.net/,Rivière Gatineau,,97.6699981689453,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/994
"380",Au pont de la route 108,Hydro Météo,https://www.hydrometeo.net/,Rivière Eaton,,199.206890884399,non,2025/10/28 18:17:47,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/976
"376",À la Baie Quesnel,Hydro Météo,https://www.hydrometeo.net/,Rivière des Outaouais,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/975
"410",Traversier Masson,Hydro Météo,https://www.hydrometeo.net/,Rivière des Outaouais,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/981
"490","À 10 km en amont du lac Maskinongé, à Mandeville",Hydro Météo,https://www.hydrometeo.net/,Rivière Mastigouche,,150.871002197266,non,2025/10/28 18:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/996
"382",À St-Pie,Hydro Météo,https://www.hydrometeo.net/,Rivière Noire,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/977
"024014",À 6 km en aval du pont de l'autoroute 20 (Madington),"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=024014,Rivière Bécancour,4.609,46.805,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/274
"030118",Au réservoir Beaudet à Victoriaville,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030118,Réservoir Beaudet,,128.827,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/192
"030106",À 120 mètres en aval du Barrage Beaudet,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030106,Rivière Bulstrode,0.5954,124.215,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/131
"021702","À 3,5 km en amont du pont-route 132","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=021702,Rivière Blanche,0.579,29.023,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/369
"043030",Dans la ZEC Capitachouane,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043030,Rivière Capitachouane,6.854,48.63,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/394
"043031","Au barrage des Quinze, à proximité du bateau T. E. Draper","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043031,Rivière des Outaouais,,262.337,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/384
"043108",À Pointe-Calumet,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043108,Lac des Deux Montagnes,,21.327,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/466
"043205",En amont du barrage du Grand-Moulin à Deux-Montagnes,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043205,Rivière des Mille Îles,,21.257,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/50
"043206",En aval du barrage du Grand-Moulin à Deux-Montagnes,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043206,Rivière des Mille Îles,,21.245,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/299
"046709",À la passerelle Lauzon sur la montée Lauzon,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=046709,Rivière du Chêne,0.1444,47.979,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/317
"048603",À la décharge du lac Tee à Kipawa,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=048603,Ruisseau Gordon,10.64,260.783,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/173
"043012","À 0,3 km en amont du pont-route à Cléricy","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043012,Rivière Kinojevis,17.09,269.768,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/137
"022601",Au pont du rang de l'Embarras,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022601,Rivière Kamouraska,0.2408,46.997,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/503
"023409",Au lac Mégantic à Lac-Mégantic,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023409,Lac Mégantic,,393.999,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/496
"030103","À 5,8 km en aval de la Bulstrode","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030103,Rivière Nicolet,5.275,25.416,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/386
"030297",À Coaticook,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030297,Lac Lyster,,470.597,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/283
"070204","À 9,0 km de l'embouchure de la rivière des Escoumins","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=070204,Rivière des Escoumins,2.566,52.032,non,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/458
"080101","À 3,1 km en aval du pont-route 111 à Amos","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080101,Rivière Harricana,18.14,292.679,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/217
"022507",Au pont-route à Saint-Joseph-de-Kamouraska,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022507,Rivière du Loup,0.9558,125.61,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/302
"022513",À 1.4 km en aval du pont-route 185,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022513,Rivière du Loup,3.993,90.259,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/244
"022301","À 2,1 km en amont du pont-route 132","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022301,Rivière des Trois Pistoles,1.212,39.331,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/58
"15930",À Sorel,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/15930,Fleuve Saint-Laurent,,-0.13,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/812
"03100",À Saint-François,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03100,Fleuve Saint-Laurent,,2.311,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/808
"03365",À Port-Saint-François,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03365,Fleuve Saint-Laurent,,-0.021,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/758
"03360",À Trois-Rivières,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03360,Fleuve Saint-Laurent,,-0.049,oui,2025/10/28 18:25:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/728
"15975",Au lac-Saint-Pierre,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/15975,Lac Saint-Pierre,,-0.159,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/766
"02780",À Sept-Îles,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/02780,Fleuve Saint-Laurent,,1.041,oui,2025/10/28 17:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/773
"03335",À Cap-à-la-Roche,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03335,Fleuve Saint-Laurent,,1.567,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/792
02OA013,À Sainte-Anne-de-Bellevue,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OA013,Lac des Deux Montagnes,,21.329,non,2025/10/28 17:50:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/557
"02330","Golfe du Saint-Laurent, à Rivière-au-Renard",Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/02330,Golfe du Saint-Laurent,,0.847,oui,2025/10/28 18:25:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/781
"010802","À 2,4 km en amont du ruisseau Creux","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=010802,Rivière Bonaventure,5.263,47.54,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/296
"010902","À 0,9 km sur la rive gauche en aval du pont-route couvert à Saint-Edgar","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=010902,Rivière Petite Cascapédia,3.985,22.36,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/252
"15780",À Contrecoeur,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/15780,Fleuve Saint-Laurent,,-0.321,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/733
"021407","À 9,7 km en amont du pont-route 132","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=021407,Rivière Sainte-Anne,7.262,26.847,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/275
"021601","À 8,5 km en amont du pont-route 132 à Matane","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=021601,Rivière Matane,4.78,15.688,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/360
"021605",Du côté ouest du barrage Mathieu-D'Amours,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=021605,Rivière Matane,,2.73,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/290
"021916","À 0,5 km en aval  du lac à la Peinture","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=021916,Rivière Petite Neigette,0.1434,47.803,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/448
"050915","Au pont de l'autoroute 573 (Henri IV), secteur Val-Bélair à Québec","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050915,Rivière Nelson,0.6219,155.026,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/364
"050916",Au pont de la rue Crawford à Stoneham,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050916,Rivière des Hurons,1.274,48.944,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/420
"052805","À 0,3 km en aval du ruisseau Carufel","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=052805,Rivière du Loup,2.152,27.535,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/509
"061909","À 1,3 km de la rivière Ashuapmushuan","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061909,Rivière aux Saumons,3.194,29.941,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/288
"062002",En amont du ponceau sur la route 373 (rang Saint-Cyrille),"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062002,Rivière Rouge,0.1956,48.389,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/254
"062102","À 3,4 km en amont de la rivière Mistassibi","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062102,Rivière Mistassini,151.2,27.072,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/437
"089903",À Macamic,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089903,Lac Macamic,,278.961,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/90
"089907",Au pont de la route 11 à Authier,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089907,Rivière Bellefeuille,0.8595,286.712,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/235
02KF005,"À Ottawa, au parc Britannia",Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02KF005,Rivière des Outaouais,502,57.745,non,2025/10/28 17:35:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/548
"051002","À 0,2 km en amont du chemin du Belvédère","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051002,Ruisseau des Eaux Volées,0.0566,29.151,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/446
"051007",À 30 m du ruisseau des Eaux Volées,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051007,Ruisseau des Aulnaies,0.0414,29.659,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/521
"061002",Au Lac-Kénogami au barrage de Pibrac-Est,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061002,Lac-Kénogami,,161.526,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/491
"04295000",À Rouses Point,USGS,https://waterdata.usgs.gov/monitoring-location/04295000,Lac Champlain,,28.504896,non,2025/10/28 17:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/540
01BJ007,"Au Nouveau-Brunswick, à  9 km de l'embouchure de la rivière Matapédia",Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=01BJ007,Rivière Ristigouche,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/544
"030430",Au centre de plein air l'Estacade à Saint-Paul-de-l'Île-aux-Noix,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030430,Rivière Richelieu,,28.418,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/95
"030907","À 1,1 km en aval du pont-route à Très-Saint-Sacrement","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030907,Rivière des Anglais,0.393,37.161,oui,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/47
"030919",À Huntingdon,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030919,Rivière Châteauguay,4.059,28.956,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/51
"040605",À Mont-Laurier,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040605,Lac des Écorces,,229.716,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/224
"030208","Au parc Saint-François, en face de l'embouchure de la rivière Magog","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030208,Rivière Saint-François,26.37,140.121,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/328
"040104",Au lac Brûlé à Sainte-Agathe-des-Monts,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040104,Rivière du Nord,,367.001,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/403
"040105",Au lac Cornu à Saint-Faustin-Lac-Carré,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040105,Lac Cornu,,389.571,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/346
FOR_COUL.1,À Fort-Coulonge,Hydro-Québec,https://www.hydroquebec.com/production/debits-niveaux-eau.html,Rivière des Outaouais,,105.866997,non,2025/10/28 17:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/1195
"03075",Au Cap du Banc Brûlé,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03075,Fleuve Saint-Laurent,,1.763,oui,2025/10/28 18:25:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/795
"040241",À 8 km en aval de la ville de Rivière Rouge,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040241,Lac Barrière,7.644,44.24,oui,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/907
"062114",En amont de la chute Bouchard,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062114,Rivière Mistassibi,161.4,45.45,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/511
"061029",À 75 m en amont du pont suspendu du complexe Cepal,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061029,Rivière aux Sables,10.05,44.289,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/277
"03057",À Saint-Joseph-de-la-Rive,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03057,Fleuve Saint-Laurent,,2.21,oui,2025/10/28 17:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/740
"050117","À 2,6 km en aval du ruisseau du Huard","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050117,Rivière Croche,9.15,46.367,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/909
"050801",En aval du pont du Chemin Gosford,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050801,Rivière Jacques-Cartier,26.67,150.707,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/189
